Basis-of-record,Catalogue-number,Collection-code,Institution-code,Collector,Collector-number,Date-collected,Field-notes,Field-number,Type-status,Taxonomic-name,Identification-qualifier,Identified-by,Date-identified,Count,GenBank-number-s-,Lifestage,Remarks,Sex,Location,Specimen,Image,nematodes.FileImage,nematodes.joinCol,AllFiles_001.FileImage,AllFiles_001.joinCol
Occurrence,,,,None,T162,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/666"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T162%20Pratylenchus%20brachyurus.zip,./Output/049-T162%20Pratylenchus%20brachyurus.zip,049-T162%20Pratylenchus%20brachyurus,./049-T162%20Pratylenchus%20brachyurus/T162 Pratylenchus brachyurus,049-T162%20Pratylenchus%20brachyurus
Occurrence,,,,None,T162,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/666"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T162%20Pratylenchus%20brachyurus.zip,./Output/049-T162%20Pratylenchus%20brachyurus.zip,049-T162%20Pratylenchus%20brachyurus,./049-T162%20Pratylenchus%20brachyurus/T162 Pratylenchus brachyurus/100x0005.jpg,049-T162%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0005.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0008.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0009.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0004.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0001.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0006.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0010.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0007.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0000.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0002.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0003.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T163,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/667"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T163%20Pratylenchus%20brachyurus.zip,./Output/050-T163%20Pratylenchus%20brachyurus.zip,050-T163%20Pratylenchus%20brachyurus,./050-T163%20Pratylenchus%20brachyurus/T163 Pratylenchus brachyurus/100x0011.jpg,050-T163%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0015.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0018.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0016.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0019.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0024.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0025.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0023.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0014.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0017.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0013.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0021.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0022.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0020.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T164,None,None,None,None,"<a href=/taxonomy/term/10655"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus brachyurus</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/668"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T164%20Pratylenchus%20brachyurus.zip,./Output/051-T164%20Pratylenchus%20brachyurus.zip,051-T164%20Pratylenchus%20brachyurus,./051-T164%20Pratylenchus%20brachyurus/T164 Pratylenchus brachyurus/100x0012.jpg,051-T164%20Pratylenchus%20brachyurus
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi/100x0006.jpg,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi/10x habitus.jpg,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi/T165 10x habitus.jpg,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi/100x0015.jpg,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi/100x0014.jpg,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi/T165 20x habitus.jpg,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi/100x0007.jpg,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi/T165 20x habitus (2).jpg,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi/100x0010.jpg,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi/100x0005.jpg,052-T165%20Pratylenchus%20goodeyi
Occurrence,,,,None,T165,None,None,None,None,"<a href=/taxonomy/term/10648"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus goodeyi</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/687"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T165%20Pratylenchus%20goodeyi.zip,./Output/052-T165%20Pratylenchus%20goodeyi.zip,052-T165%20Pratylenchus%20goodeyi,./052-T165%20Pratylenchus%20goodeyi/T165 Pratylenchus goodeyi/100x0013.jpg,052-T165%20Pratylenchus%20goodeyi
